SR,SR_ref
"HALLBACK J, 2013, INT BUS REV","ACHROL RS, 1991, J MARKETING"
"HALLBACK J, 2013, INT BUS REV","ANDERSON P, 1990, ADMIN SCI QUART"
"HALLBACK J, 2013, INT BUS REV","ATUAHENE-GIMA K, 2006, IND MARKET MANAG"
"HALLBACK J, 2013, INT BUS REV","BJERKE B, 2002, ENTREPRENEURIAL MARK"
"HALLBACK J, 2013, INT BUS REV","CALANTONE RJ, 2006, J BUS RES"
"HALLBACK J, 2013, INT BUS REV","CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH"
"HALLBACK J, 2013, INT BUS REV","DUBOIS A, 2002, J BUS RES"
"HALLBACK J, 2013, INT BUS REV","EISENHARDT KM, 2007, ACAD MANAGE J"
"HALLBACK J, 2013, INT BUS REV","EISENHARDT KM, 1989, ACAD MANAGE REV"
"HALLBACK J, 2013, INT BUS REV","FAN T, 2007, J INT BUS STUD"
"HALLBACK J, 2013, INT BUS REV","GABRIELSSON M, 2004, INTERNATIONAL BUSINESS REVIEW"
"HALLBACK J, 2013, INT BUS REV","GABRIELSSON M, 2008, INT BUS REV"
"HALLBACK J, 2013, INT BUS REV","GABRIELSSON M, 2011, INT BUS REV"
"HALLBACK J, 2013, INT BUS REV","GABRIELSSON M, 2005, J INT ENTREP"
"HALLBACK J, 2013, INT BUS REV","GABRIELSSON P, 2012, J INT MARKETING"
"HALLBACK J, 2013, INT BUS REV","GASSMANN O, 2007, J WORLD BUS"
"HALLBACK J, 2013, INT BUS REV","HILLS GE, 2008, J SMALL BUS MANAGE"
"HALLBACK J, 2013, INT BUS REV","HUGHES M, 2010, J INT MARKETING"
"HALLBACK J, 2013, INT BUS REV","IM S, 2004, J MARKETING"
"HALLBACK J, 2013, INT BUS REV","JONES MV, 2011, J BUS VENTURING"
"HALLBACK J, 2013, INT BUS REV","KATSIKEAS CS, 2006, STRATEGIC MANAGE J"
"HALLBACK J, 2013, INT BUS REV","KIM D, 2011, J BUS RES"
"HALLBACK J, 2013, INT BUS REV","KNIGHT GA, 2004, J INT BUS STUD"
"HALLBACK J, 2013, INT BUS REV","KOCAK A, 2009, INT MARKET REV"
"HALLBACK J, 2013, INT BUS REV","LAANTI R, 2009, MANAGE INT REV"
"HALLBACK J, 2013, INT BUS REV","MADSEN TAGE-KOED, 1997, INT BUS REV"
"HALLBACK J, 2013, INT BUS REV","MOORMAN C, 1998, J MARKETING"
"HALLBACK J, 2013, INT BUS REV","MORRIS MH, 2002, J MARKET THEORY PRAC"
"HALLBACK J, 2013, INT BUS REV","MORT GS, 2012, EUR J MARKETING"
"HALLBACK J, 2013, INT BUS REV","NARVER JC, 1990, J MARKETING"
"HALLBACK J, 2013, INT BUS REV","NARVER JC, 2004, J PROD INNOVAT MANAG"
"HALLBACK J, 2013, INT BUS REV","OVIATT BM, 1994, J INT BUS STUD"
"HALLBACK J, 2013, INT BUS REV","READ S, 2009, J MARKETING"
"HALLBACK J, 2013, INT BUS REV","RIALP A, 2005, INT BUS REV"
"HALLBACK J, 2013, INT BUS REV","RIPOLLES M, 2012, J WORLD BUS"
"HALLBACK J, 2013, INT BUS REV","SCHMID S, 2011, INT BUS REV"
"HALLBACK J, 2013, INT BUS REV","SCHUMPETER JA, 1934, THEORY EC DEV"
"HALLBACK J, 2013, INT BUS REV","SCOTT M, 1987, LONG RANGE PLANN"
"HALLBACK J, 2013, INT BUS REV","SINKOVICS RR, 2008, MANAGE INT REV"
"HALLBACK J, 2013, INT BUS REV","THEODOSIOU MARIOS, 2003, INT BUS REV"
"HALLBACK J, 2013, INT BUS REV","TOWNSEND JD, 2004, J INT MARKETING"
"HALLBACK J, 2013, INT BUS REV","VENKATRAMAN N, 1989, ACAD MANAGE REV"
"HALLBACK J, 2013, INT BUS REV","WELCH C, 2011, J INT BUS STUD"
"HALLBACK J, 2013, INT BUS REV","YIN RK, 2018, CASE STUDY RESEARCH: DESIGN AND METHODS"
"HALLBACK J, 2013, INT BUS REV","YIP GS, 1989, SLOAN MANAGE REV"
"HALLBACK J, 2013, INT BUS REV","ZAHRA SA, 2005, J INT BUS STUD"
"HALLBACK J, 2013, INT BUS REV","ZHOU LX, 2010, J INT BUS STUD"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","ADAM NAWAL ABDALLA, 2021, J INNOV ENTREP"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","ADEL HM, 2020, J ENTREP EMERG ECON"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","AIDARA S, 2021, SUSTAINABILITY-BASEL"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","AKOMEA SY, 2023, INT J PRODUCT PERFOR"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","AL-SHAIKH ME, 2023, WORLD DEVELOPMENT SUSTAINABILITY"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","ALHADDI H, 2015, BUSINESS AND MANAGEMENT STUDIES"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","ALQAHTANI N, 2024, J SMALL BUS MANAGE"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","AMJAD T, 2020, SEISENSE J MANAG"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","ANDERSON A, 2007, INT SMALL BUS J"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","AYELE A W, 2020, INTERNATIONAL JOURNAL OF DEVELOPMENT RESEARCH"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","AYUSO S, 2018, CORP SOC RESP ENV MA"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","BATTISTELLA C, 2018, SUSTAINABILITY-BASEL"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","BOS-BROUWERS HEJ, 2010, BUS STRATEG ENVIRON"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","BROWN TA, 2015, CONFIRMATORY FACTOR ANALYSIS FOR APPLIED RESEARCH"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","BYRNE B, 2010, INTERNATIONAL HANDBOOK OF PSYCHOLOGY IN EDUCATION"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","CHAUDHURI A, 2001, J MARKETING"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","CHETTY S, 2015, EUR J MARKETING"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","PUCHETA-MARTINEZ MC, 2019, SUSTAIN DEV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","CONWAY E, 2018, CONTEMPORARY ISSUES IN ACCOUNTING: THE CURRENT DEVELOPMENTS IN ACCOUNTING BEYOND THE NUMBERS"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","DANIEL EM, 2015, INT SMALL BUS J"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","DAVIDSSON P, 2001, ENTREP THEORY PRACT"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","DHAMERIA V, 2021, UNCERTAIN SUPPLY CHAIN MANAGEMENT"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","ECCLES RG, 2014, MANAGE SCI"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","ENDRIS EBRAHIM, 2022, J INNOV ENTREP"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","FORNELL C, 1981, J MARKETING RES"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","GAHRAMANOVA S, 2023, BUS STRATEGY DEV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","GALBREATH J, 2012, AUST J MANAGE"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","GLAVAS A, 2015, J BUS ETHICS"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","GUNASEKARAN A, 2011, INT J PROD RES"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","GUPTA N J, 2011, COMPETITION FORUM"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","HAHN T, 2015, J BUS ETHICS"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","HAIR J, 2020, ESSENTIALS OF BUSINESS RESEARCH METHODS. ESSENTIALS OF BUSINESS RESEARCH METHODS"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","HAIR JF, 2017, MULTIVARIATE DATA ANALYSIS: A GLOBAL PERSPECTIVE"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","HAMMER J, 2017, ECON DEV Q"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","HANAYSHA JR, 2022, FIIB BUS REV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","HILLS GE, 2008, J SMALL BUS MANAGE"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","HITT MA, 2013, STRATEG MANAG"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","HOLLENSEN S, 2023, AMERICAN JOURNAL OF INDUSTRIAL AND BUSINESS MANAGEMENT"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","HOPWOOD B, 2005, SUSTAIN DEV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","HOQUE A S M M, 2019, JOURNAL OF MANAGEMENT AND OPERATION RESEARCH"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","HU LT, 1999, STRUCT EQU MODELING"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","HULT GTM, 2004, IND MARKET MANAG"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","HULT GTM, 2001, STRATEGIC MANAGE J"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","IRELAND RD, 2009, ENTREP THEORY PRACT"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","JAMALI D, 2017, BUS SOC"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","JANET M, 2014, EUROPEAN J BUSINESS"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","JANJIRAWATNA N, 2023, BUS STRATEGY DEV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","JOHNSON MP, 2016, J SMALL BUS MANAGE"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","KARAMI M, 2019, INT SMALL BUS J"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","KIRON D, 2017, MIT SLOAN MANAGEMENT REVIEW"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","KLINE RB, 2016, PRINCIPLES AND PRACTICE OF STRUCTURAL EQUATION MODELLING"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","KOHLI AK, 1990, J MARKETING"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","KRAUS S, 2010, INT J ENTREPRENEURSHIP INNOV MANAGE"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","KURATKO DF, 2015, SMALL BUS ECON"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","KUVSHINIKOV PJ, 2023, J SMALL BUS ENTERP D"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","LI C, 2011, CREATING VALUES FOR CUSTOMERS SUPERVISOR"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","LOUCKS ES, 2010, SUSTAIN ACCOUNT MANA"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","LUMPKIN GT, 2011, STRATEG ENTREP J"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","MAHMOOD R, 2013, INT J BUSINESS SOCIA"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","MAJUMDAR SK, 2001, ACAD MANAGE J"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","MILES MP, 2006, EUR J MARKETING"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","MORGAN NA, 2009, STRATEGIC MANAGE J"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","MORRIS MH, 2010, CORPORATE ENTREPRENEURSHIP INNOVATION"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","MORRIS MH, 2002, J MARKET THEORY PRAC"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","MUNOZ-PASCUAL L, 2019, SUSTAINABILITY-BASEL"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","MURIITHI SM, 2017, EUROPEAN J RES REFLE"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","NARKHEDE G, 2022, BUS STRATEGY DEV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","NARVER JC, 1990, J MARKETING"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","NWANKWO CA, 2020, ACTA UNIVERSITATIS DANUBIUS: OECONOMICA"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","OTIKA U S, 2022, EUROPEAN JOURNAL OF BUSINESS AND INNOVATION RESEARCH"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","OURAGINI I, 2024, J KNOWL ECON"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","PANDA A, 2023, BUS STRATEGY DEV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","PATZELT H, 2011, ENTREP THEORY PRACT"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","PIYATHANAVONG V, 2019, J CLEAN PROD"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","PORTER ME, 2011, HARVARD BUS REV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","POTJANAJARUWIT P, 2018, JOURNAL OF INTERNATIONAL STUDIES"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","REHMAN N, 2023, BUS STRATEGY DEV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","REZVANI M, 2014, INTERNATIONAL JOURNAL OF BASIC SCIENCES AND APPLIED RESEARCH"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","RIJAL S, 2024, INTERNATIONAL JOURNAL OF BUSINESS LAW AND EDUCATION"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","ROXAS B, 2017, J SMALL BUS MANAGE"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","SADIKU-DUSHI N, 2019, J BUS RES"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","SANAULLAH A, 2022, JOURNAL OF CONTEMPORARY ISSUES IN BUSINESS AND GOVERNMENT"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","SARASVATHY SD, 2001, ACAD MANAGE REV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","SHANE S, 2000, ACAD MANAGE REV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","SIDERI L, 2023, BUS STRATEGY DEV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","SIVO SA, 2006, J ASSOC INF SYST"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","SONAR H, 2023, BUS STRATEGY DEV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","SOPER D S, 2023, SAMPLE SIZE CALCULATOR FOR STRUCTURAL EQUATION MODELS SOFTWARE"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","SOUSA VEC, 2017, WESTERN J NURS RES"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","SULTANA N, 2022, BUS STRATEGY DEV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","TARFASA S, 2016, DETERMINANTS OF GROWTH OF MICRO AND SMALL ENTERPRISES (MSES): EMPIRICAL EVIDENCE FROM ETHIOPIA"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","TAURINGANA V, 2021, ADVANCES IN ENVIRONMENTAL ACCOUNTING MANAGEMENT"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","TAYLOR J, 2018, CORP SOC RESP ENV MA"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","UNITED NATIONS, 2023, REPORT OF THE WORLD COMMISSION ON ENVIRONMENT AND DEVELOPMENT: OUR COMMON FUTURE"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","WHITTAKER T A, 2022, APPLIED STRUCTURAL EQUATION MODELING USING AMOS"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","YILMAZ I, 2021, WORLD J ENTREP MANAG"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","ZAHRA SA, 2005, FAM BUS REV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","ZAMBRANO JCI, 2023, BUS STRATEGY DEV"
"TOLOSSA AT, 2024, BUS STRATEGY DEV","ZUBELTZU-JAKA E, 2024, BUS STRATEGY DEV"
"BUCCIERI D, 2022, J BUS RES","ACS ZJ, 2009, SMALL BUS ECON"
"BUCCIERI D, 2022, J BUS RES","AHMADI H, 2016, J STRATEG MARK"
"BUCCIERI D, 2022, J BUS RES","ALQAHTANI N, 2020, J BUS RES"
"BUCCIERI D, 2022, J BUS RES","ANDERSON JC, 1988, PSYCHOL BULL"
"BUCCIERI D, 2022, J BUS RES","ANDERSSON S, 2018, QUAL MARK RES"
"BUCCIERI D, 2022, J BUS RES","ANWAR M, 2022, REV MANAG SCI"
"BUCCIERI D, 2022, J BUS RES","BACHMANN JT, 2021, IND MARKET MANAG"
"BUCCIERI D, 2022, J BUS RES","BAGOZZI RP, 1991, ADMIN SCI QUART"
"BUCCIERI D, 2022, J BUS RES","BAGOZZI RP, 1988, J. ACAD. MARKET. SCI."
"BUCCIERI D, 2022, J BUS RES","BAKER WE, 2022, J BUS RES"
"BUCCIERI D, 2022, J BUS RES","BLANK S, 2020, THE STARTUP OWNER'S MANUAL: THE STEP-BY-STEP GUIDE FOR BUILDING A GREAT COMPANY"
"BUCCIERI D, 2022, J BUS RES","BOAS TC, 2020, POLIT SCI RES METH"
"BUCCIERI D, 2022, J BUS RES","BOOMSMA A, 2000, STRUCT EQU MODELING"
"BUCCIERI D, 2022, J BUS RES","BOSO N, 2018, INT MARKET REV"
"BUCCIERI D, 2022, J BUS RES","BRUNEEL J, 2016, J SMALL BUS MANAGE"
"BUCCIERI D, 2022, J BUS RES","BUCCIERI D, 2023, J STRATEG MARK"
"BUCCIERI D, 2022, J BUS RES","BUCCIERI D, 2021, INT SMALL BUS J"
"BUCCIERI D, 2022, J BUS RES","BURGEL O, 2000, J INT MARKETING"
"BUCCIERI D, 2022, J BUS RES","CADOGAN JW, 2016, J BUS RES"
"BUCCIERI D, 2022, J BUS RES","CADOGAN JW, 2012, EUR J MARKETING"
"BUCCIERI D, 2022, J BUS RES","CADOGAN JW, 2009, J INT MARKETING"
"BUCCIERI D, 2022, J BUS RES","CARPENTIER C L, 2019, ROLE MSMES ENTREPREN"
"BUCCIERI D, 2022, J BUS RES","CAVUSGIL ST, 2015, J INT BUS STUD"
"BUCCIERI D, 2022, J BUS RES","CESINGER B, 2012, MANAGE DECIS"
"BUCCIERI D, 2022, J BUS RES","COVIELLO NE, 2000, J BUS VENTURING"
"BUCCIERI D, 2022, J BUS RES","COVIELLO N, 2015, J INT BUS STUD"
"BUCCIERI D, 2022, J BUS RES","EGGERS F, 2020, J BUS RES"
"BUCCIERI D, 2022, J BUS RES","EISENHARDT KM, 2000, STRATEGIC MANAGE J"
"BUCCIERI D, 2022, J BUS RES","ENGELEN A, 2014, RES POLICY"
"BUCCIERI D, 2022, J BUS RES","EVERS N, 2011, J SMALL BUS ENTERP D"
"BUCCIERI D, 2022, J BUS RES","FANG E, 2009, J INT BUS STUD"
"BUCCIERI D, 2022, J BUS RES","FERNANDES AJ, 2022, REV MANAG SCI"
"BUCCIERI D, 2022, J BUS RES","FERREIRA JJM, 2019, REV MANAG SCI"
"BUCCIERI D, 2022, J BUS RES","FINK M, 2020, J BUS RES"
"BUCCIERI D, 2022, J BUS RES","FIORE AM, 2013, JOURNAL OF MARKETING DEVELOPMENT COMPETITIVENESS"
"BUCCIERI D, 2022, J BUS RES","FORNELL C, 1981, J MARKETING RES"
"BUCCIERI D, 2022, J BUS RES","GERSCHEWSKI S, 2018, INT SMALL BUS J"
"BUCCIERI D, 2022, J BUS RES","GIROD SJG, 2017, STRATEGIC MANAGE J"
"BUCCIERI D, 2022, J BUS RES","GROSSE R, 2019, THE OXFORD HANDBOOK OF MANAGEMENT IN EMERGING MARKETS"
"BUCCIERI D, 2022, J BUS RES","HALLBACK J, 2013, INT BUS REV"
"BUCCIERI D, 2022, J BUS RES","HAYES AF, 2017, INTRODUCTION TO MEDIATION"
"BUCCIERI D, 2022, J BUS RES","HILLS G, 2010, INT J ENTREPRENEURSHIP INNOV MANAGE"
"BUCCIERI D, 2022, J BUS RES","HILLS GE, 2008, J SMALL BUS MANAGE"
"BUCCIERI D, 2022, J BUS RES","HILMERSSON M, 2014, INT SMALL BUS J"
"BUCCIERI D, 2022, J BUS RES","HOLT TP, 2019, J INF SYST"
"BUCCIERI D, 2022, J BUS RES","HOSKISSON RE, 2000, ACAD MANAGE J"
"BUCCIERI D, 2022, J BUS RES","HU LT, 1999, STRUCT EQU MODELING"
"BUCCIERI D, 2022, J BUS RES","IBEH K, 2018, INT SMALL BUS J"
"BUCCIERI D, 2022, J BUS RES","JANTUNEN A, 2008, J WORLD BUS"
"BUCCIERI D, 2022, J BUS RES","JANTUNEN A, 2005, J INT ENTREP"
"BUCCIERI D, 2022, J BUS RES","JAWORSKI BJ, 1993, J MARKETING"
"BUCCIERI D, 2022, J BUS RES","JIAO H, 2013, J ENG TECHNOL MANAGE"
"BUCCIERI D, 2022, J BUS RES","JOHNSON JL, 2003, J ACAD MARKET SCI"
"BUCCIERI D, 2022, J BUS RES","JORESKOG KG, 1996, ADVANCED STRUCTURAL EQUATION MODELING: ISSUES AND TECHNIQUES"
"BUCCIERI D, 2022, J BUS RES","KANNAMPUZHA MJ, 2016, J RES MARK ENTREP"
"BUCCIERI D, 2022, J BUS RES","KATSIKEAS CS, 2000, J ACAD MARKET SCI"
"BUCCIERI D, 2022, J BUS RES","KHAN H, 2020, INT BUS REV"
"BUCCIERI D, 2022, J BUS RES","KHAN Z, 2018, INT BUS REV"
"BUCCIERI D, 2022, J BUS RES","KHANIN D, 2022, REV MANAG SCI"
"BUCCIERI D, 2022, J BUS RES","KILENTHONG P, 2016, J RES MARK ENTREP"
"BUCCIERI D, 2022, J BUS RES","KIM D, 2011, J BUS RES"
"BUCCIERI D, 2022, J BUS RES","KIM WC, 2014, BLUE OCEAN STRATEGY"
"BUCCIERI D, 2022, J BUS RES","KNUDSEN T, 2002, PERSPECTIVES ON MARKETING RELATIONSHIPS"
"BUCCIERI D, 2022, J BUS RES","KOCAK A, 2009, INT MARKET REV"
"BUCCIERI D, 2022, J BUS RES","KRAUS S, 2010, INT J ENTREPRENEURSHIP INNOV MANAGE"
"BUCCIERI D, 2022, J BUS RES","KRAUS S, 2012, J RES MARK ENTREP"
"BUCCIERI D, 2022, J BUS RES","KUIVALAINEN O, 2010, J INT ENTREP"
"BUCCIERI D, 2022, J BUS RES","LAVERTY M, 2020, ENTREPRENEURSHIP"
"BUCCIERI D, 2022, J BUS RES","LINDELL MK, 2001, J APPL PSYCHOL"
"BUCCIERI D, 2022, J BUS RES","LO FY, 2016, MANAGE INT REV"
"BUCCIERI D, 2022, J BUS RES","MADHOK A, 1997, STRATEGIC MANAGE J"
"BUCCIERI D, 2022, J BUS RES","MARTIN SL, 2020, J BUS RES"
"BUCCIERI D, 2022, J BUS RES","MARTIN SL, 2019, J BUS RES"
"BUCCIERI D, 2022, J BUS RES","MARTIN SL, 2016, J BUS RES"
"BUCCIERI D, 2022, J BUS RES","MEHROTRA N, 2016, ENTREPRENEURIAL INDIA- HOW ENTREPRENEURIAL STARTUPS REDEFINE INDIA'S ECONOMIC GROWTH"
"BUCCIERI D, 2022, J BUS RES","MILES M, 2015, J STRATEG MARK"
"BUCCIERI D, 2022, J BUS RES","MILES MP, 2006, EUR J MARKETING"
"BUCCIERI D, 2022, J BUS RES","MORGAN NA, 2003, DECISION SCI"
"BUCCIERI D, 2022, J BUS RES","MORGAN NA, 2018, J INT MARKETING"
"BUCCIERI D, 2022, J BUS RES","MORRIS MH, 2002, J MARKET THEORY PRAC"
"BUCCIERI D, 2022, J BUS RES","MORRISH SC, 2010, J STRATEG MARK"
"BUCCIERI D, 2022, J BUS RES","MORT GS, 2012, EUR J MARKETING"
"BUCCIERI D, 2022, J BUS RES","MU JF, 2015, IND MARKET MANAG"
"BUCCIERI D, 2022, J BUS RES","MUKHERJEE D, 2022, J BUS RES"
"BUCCIERI D, 2022, J BUS RES","NAKOS G, 2002, ENTREP THEORY PRACT"
"BUCCIERI D, 2022, J BUS RES","OJALA A, 2006, J INT ENTREP"
"BUCCIERI D, 2022, J BUS RES","OYNA S, 2018, INT BUS REV"
"BUCCIERI D, 2022, J BUS RES","PEHRSSON T, 2015, J INT ENTREP"
"BUCCIERI D, 2022, J BUS RES","PEZESHKAN A, 2016, J BUS RES"
"BUCCIERI D, 2022, J BUS RES","PING RA, 1995, J MARKETING RES"
"BUCCIERI D, 2022, J BUS RES","PITELIS CN, 2018, MANAGE INT REV"
"BUCCIERI D, 2022, J BUS RES","PITELIS CN, 2010, IND CORP CHANGE"
"BUCCIERI D, 2022, J BUS RES","PODSAKOFF PM, 2003, J APPL PSYCHOL"
"BUCCIERI D, 2022, J BUS RES","PRASHANTHAM S, 2015, ASIA PAC J MANAG"
"BUCCIERI D, 2022, J BUS RES","PRASHANTHAM S, 2015, MANAGE INT REV"
"BUCCIERI D, 2022, J BUS RES","PRASHANTHAM S, 2011, ENTREP THEORY PRACT"
"BUCCIERI D, 2022, J BUS RES","PUFFER SM, 2016, INT J EMERG MARK"
"BUCCIERI D, 2022, J BUS RES","PUTHUSSERRY P, 2020, MANAGE INT REV"
"BUCCIERI D, 2022, J BUS RES","RASHEED HS, 2005, J SMALL BUS MANAGE"
"BUCCIERI D, 2022, J BUS RES","REIJONEN H, 2015, IND MARKET MANAG"
"BUCCIERI D, 2022, J BUS RES","RIPOLLES M, 2017, INT ENTREP MANAG J"
"BUCCIERI D, 2022, J BUS RES","RIPOLLES M, 2012, INT BUS REV"
"BUCCIERI D, 2022, J BUS RES","RIPOLLES M, 2012, J WORLD BUS"
"BUCCIERI D, 2022, J BUS RES","ROMANELLO R, 2017, J INT ENTREP"
"BUCCIERI D, 2022, J BUS RES","SADIKU-DUSHI N, 2019, J BUS RES"
"BUCCIERI D, 2022, J BUS RES","SHARMA P, 2011, J INT BUS STUD"
"BUCCIERI D, 2022, J BUS RES","SUI S, 2014, J INT BUS STUD"
"BUCCIERI D, 2022, J BUS RES","SURDU I, 2018, INT MARKET REV"
"BUCCIERI D, 2022, J BUS RES","TEECE DJ, 2014, J INT BUS STUD"
"BUCCIERI D, 2022, J BUS RES","TEECE DJ, 2012, J MANAGE STUD"
"BUCCIERI D, 2022, J BUS RES","TEECE DJ, 1997, STRATEGIC MANAGE J"
"BUCCIERI D, 2022, J BUS RES","VARMA A, 2012, J WORLD BUS"
"BUCCIERI D, 2022, J BUS RES","VORHIES DW, 2011, J ACAD MARKET SCI"
"BUCCIERI D, 2022, J BUS RES","WEBB JW, 2011, J ACAD MARKET SCI"
"BUCCIERI D, 2022, J BUS RES","WEERAWARDENA J, 2019, IND MARKET MANAG"
"BUCCIERI D, 2022, J BUS RES","WEERAWARDENA J, 2015, J ACAD MARKET SCI"
"BUCCIERI D, 2022, J BUS RES","WHALEN P, 2016, J STRATEG MARK"
"BUCCIERI D, 2022, J BUS RES","WHALEN PS, 2016, J STRATEG MARK"
"BUCCIERI D, 2022, J BUS RES","WILDEN R, 2015, J ACAD MARKET SCI"
"BUCCIERI D, 2022, J BUS RES","WU LY, 2010, J BUS RES"
"BUCCIERI D, 2022, J BUS RES","YADAV A, 2021, INT J EMERG MARK"
"BUCCIERI D, 2022, J BUS RES","YANG M, 2018, INT BUS REV"
"BUCCIERI D, 2022, J BUS RES","YANG M, 2017, IND MARKET MANAG"
"BUCCIERI D, 2022, J BUS RES","YU XY, 2020, ASIA PAC J MANAG"
"BUCCIERI D, 2022, J BUS RES","ZAHRA SA, 2006, J MANAGE STUD"
