journal_id,SR,year,Rank,Title,Type,Issn,eIssn,SJR,SJR Best Quartile,H index,Total Docs. (1999),Total Docs. (3years),Total Refs.,Total Citations (3years),Citable Docs. (3years),Citations / Doc. (2years),Ref. / Doc.,%Female,Overton,SDG,Country,Region,Publisher,Coverage,Categories,Areas,year.1,journal_abbr,Title_clean
21100241711.0,"SHARMA S, 2020, IND J MARK",2020.0,17273.0,INDIAN JOURNAL OF MARKETING,journal,09738703,,"0,237",Q3,17.0,,145.0,1218.0,125.0,145.0,"1,06","35,82","42,37",0.0,6.0,India,Asiatic Region,Associated Management Consultants Pvt. Ltd.,2010-2024,Marketing (Q3),"Business, Management and Accounting",2020.0,IND J MARK,INDIAN JOURNAL OF MARKETING
21100255398.0,"CHIN W, 2016, SPRINGER PROC MATH STAT",2016.0,15320.0,SPRINGER PROCEEDINGS IN MATHEMATICS AND STATISTICS,book series,21941009,21941017,"0,248",-,32.0,,3080.0,19042.0,957.0,2782.0,"0,28","20,56","23,80",3.0,0.0,United States,Northern America,Springer,2012-2025,Mathematics (miscellaneous),Mathematics,2016.0,SPRINGER PROC MATH STAT,SPRINGER PROCEEDINGS IN MATHEMATICS AND STATISTICS
21100264009.0,"CRICELLI L, 2019, J MULTI CRITERIA DECIS ANAL",2019.0,9643.0,JOURNAL OF MULTI-CRITERIA DECISION ANALYSIS,journal,10579214,10991360,"0,508",Q2,55.0,,55.0,1421.0,109.0,52.0,"2,31","59,21","37,04",3.0,9.0,United Kingdom,Western Europe,John Wiley and Sons Ltd,"1992-2003, 2005-2006, 2008-2025",Decision Sciences (miscellaneous) (Q2); Strategy and Management (Q2),"Business, Management and Accounting; Decision Sciences",2019.0,J MULTI CRITERIA DECIS ANAL,JOURNAL OF MULTI-CRITERIA DECISION ANALYSIS
21100268418.0,"RADZIWILL N, 2015, QUAL MANAG J",2015.0,12900.0,QUALITY MANAGEMENT JOURNAL,journal,10686967,,"0,317",Q2,22.0,,39.0,810.0,29.0,31.0,"0,74","42,63","29,63",0.0,0.0,United States,Northern America,Taylor and Francis Ltd.,2013-2025,"Business, Management and Accounting (miscellaneous) (Q2)","Business, Management and Accounting",2015.0,QUAL MANAG J,QUALITY MANAGEMENT JOURNAL
21100286465.0,"GHOBADI SAKI E, 2023, INT J ENTREPRENEURSHIP INNOV",2023.0,9235.0,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION,journal,20436882,14657503,"0,583",Q2,34.0,,79.0,4115.0,267.0,73.0,"2,98","65,32","44,62",2.0,26.0,United Kingdom,Western Europe,SAGE Publications Inc.,2013-2025,Business and International Management (Q2); Management of Technology and Innovation (Q2),"Business, Management and Accounting",2023.0,INT J ENTREPRENEURSHIP INNOV,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION
21100293800.0,"ELARESHI M, 2023, ELECTRONICS",2023.0,22072.0,ELECTRONICS,journal,14505843,,"0,164",Q4,12.0,,30.0,211.0,20.0,27.0,"0,80","21,10","33,33",0.0,2.0,Bosnia and Herzegovina,Eastern Europe,Faculty of Electrical Engineering Banja Luka,2012-2024,Electrical and Electronic Engineering (Q4),Engineering,2023.0,ELECTRONICS,ELECTRONICS
21100321695.0,"KUMAR K, 2019, SPRINGERBR APPL SCI",2019.0,25268.0,SPRINGERBRIEFS IN APPLIED SCIENCES AND TECHNOLOGY,book series,21915318,2191530X,"0,117",Q4,26.0,,1485.0,11227.0,244.0,109.0,"0,19","19,91","0,00",8.0,93.0,United States,Northern America,Springer Publishing Company,2011-2025,Biotechnology (Q4); Chemical Engineering (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4); Engineering (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Energy; Engineering; Materials Science; Mathematics",2019.0,SPRINGERBR APPL SCI,SPRINGERBRIEFS IN APPLIED SCIENCES AND TECHNOLOGY
21100338350.0,"CHEN W, 2019, IEEE INTERNET THINGS J",2019.0,842.0,IEEE INTERNET OF THINGS JOURNAL,journal,23274662,,"2,607",Q1,208.0,,806.0,36336.0,11724.0,783.0,"12,78","39,67","27,18",0.0,273.0,United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2014-2025,Computer Networks and Communications (Q1); Computer Science Applications (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Information Systems and Management (Q1); Signal Processing (Q1),Computer Science; Decision Sciences,2019.0,IEEE INTERNET THINGS J,IEEE INTERNET OF THINGS JOURNAL
21100367773.0,"WU T, 2023, IEEE/CAA J AUTOM SIN",2023.0,316.0,IEEE/CAA JOURNAL OF AUTOMATICA SINICA,journal,23299266,23299274,"4,696",Q1,99.0,,510.0,10198.0,6922.0,458.0,"14,95","43,58","29,40",0.0,27.0,United States,Northern America,IEEE Advancing Technology for Humanity,2014-2025,Artificial Intelligence (Q1); Control and Optimization (Q1); Control and Systems Engineering (Q1); Information Systems (Q1),Computer Science; Engineering; Mathematics,2023.0,IEEE/CAA J AUTOM SIN,IEEE/CAA JOURNAL OF AUTOMATICA SINICA
21100374601.0,"RAHMANI A, 2023, IEEE ACCESS",2023.0,4760.0,IEEE ACCESS,journal,21693536,,"0,960",Q1,290.0,,39892.0,513392.0,215208.0,39803.0,"4,88","49,69","24,47",0.0,2419.0,United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2025,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1),Computer Science; Engineering; Materials Science,2023.0,IEEE ACCESS,IEEE ACCESS
21100421900.0,"PALANISAMY R, 2021, INF COMPUT SECUR",2021.0,11237.0,INFORMATION AND COMPUTER SECURITY,journal,20564961,,"0,437",Q2,60.0,,120.0,1811.0,279.0,117.0,"1,96","62,45","37,50",0.0,8.0,United Kingdom,Western Europe,Emerald Group Publishing Ltd.,2015-2025,Information Systems and Management (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2); Computer Networks and Communications (Q3); Information Systems (Q3); Software (Q3),"Business, Management and Accounting; Computer Science; Decision Sciences",2021.0,INF COMPUT SECUR,INFORMATION AND COMPUTER SECURITY
21100465422.0,"FARIA C, 2020, DIALOGUES HUM GEOGR",2020.0,3249.0,DIALOGUES IN HUMAN GEOGRAPHY,journal,20438206,20438214,"1,212",Q1,55.0,,132.0,1239.0,247.0,45.0,"1,51","17,70","46,67",19.0,40.0,United Kingdom,Western Europe,SAGE Publications Inc.,2011-2025,"Geography, Planning and Development (Q1)",Social Sciences,2020.0,DIALOGUES HUM GEOGR,DIALOGUES IN HUMAN GEOGRAPHY
21100790347.0,"KILENTHONG P, 2016, J SMALL BUS STRATEGY",2016.0,19825.0,JOURNAL OF SMALL BUSINESS STRATEGY,journal,10818510,23801751,"0,167",Q4,24.0,,35.0,696.0,10.0,31.0,"0,39","53,54","34,78",0.0,0.0,United States,Northern America,Small Business Institute,2013-2025,Strategy and Management (Q4),"Business, Management and Accounting",2016.0,J SMALL BUS STRATEGY,JOURNAL OF SMALL BUSINESS STRATEGY
21100798718.0,"BOATENG G, 2018, FRONT PUBLIC HEALTH",2018.0,7661.0,FRONTIERS IN PUBLIC HEALTH,journal,22962565,,"0,629",Q2,119.0,,910.0,17968.0,1832.0,822.0,"2,07","47,41","53,84",136.0,216.0,Switzerland,Western Europe,Frontiers Media SA,2013-2025,"Public Health, Environmental and Occupational Health (Q2)",Medicine,2018.0,FRONT PUBLIC HEALTH,FRONTIERS IN PUBLIC HEALTH
21100828949.0,"PETER M, 2020, STUD SYST DECIS CONTROL",2020.0,24650.0,"STUDIES IN SYSTEMS, DECISION AND CONTROL",book series,21984182,21984190,"0,135",Q4,46.0,,1973.0,21722.0,1511.0,16.0,"0,82","23,38","0,00",13.0,223.0,Switzerland,Western Europe,Springer International Publishing AG,2014-2025,"Automotive Engineering (Q4); Computer Science (miscellaneous) (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Decision Sciences (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)","Computer Science; Decision Sciences; Economics, Econometrics and Finance; Engineering; Mathematics; Social Sciences",2020.0,STUD SYST DECIS CONTROL,"STUDIES IN SYSTEMS, DECISION AND CONTROL"
21100840149.0,"BECHERER R, 2016, J BUS ENTREP",2016.0,33341.0,JOURNAL OF BUSINESS AND ENTREPRENEURSHIP,journal,10426337,,,-,4.0,,0.0,591.0,0.0,0.0,"0,00","39,40","27,78",0.0,0.0,United States,Northern America,"University of South Florida, St. Petersburg",2016-2018,Business and International Management; Management of Technology and Innovation,"Business, Management and Accounting",2016.0,J BUS ENTREP,JOURNAL OF BUSINESS AND ENTREPRENEURSHIP
21100855822.0,"CHOOSET N, 2025, COGENT BUS MANAG",2025.0,9734.0,COGENT BUSINESS AND MANAGEMENT,journal,23311975,,"0,596",Q2,56.0,,1253.0,70724.0,6130.0,1244.0,"4,19","84,90",-,3.0,435.0,United Kingdom,Western Europe,Cogent OA,2014-2025,"Accounting (Q2); Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2); Management Science and Operations Research (Q2); Marketing (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)","Business, Management and Accounting; Decision Sciences",2025.0,COGENT BUS MANAG,COGENT BUSINESS AND MANAGEMENT
21100865028.0,"HANAYSHA J, 2024",2024.0,11723.0,BUSINESS PERSPECTIVES AND RESEARCH,journal,22785337,23949937,"0,493",Q2,22.0,,140.0,4213.0,410.0,130.0,"2,47","64,82",-,0.0,29.0,United Kingdom,Western Europe,SAGE Publications Ltd,2012-2025,Business and International Management (Q2); Strategy and Management (Q2),"Business, Management and Accounting",2024.0,,BUSINESS PERSPECTIVES AND RESEARCH
21100870402.0,"NOURI P, 2018, J SMALL BUS ENTREP",2018.0,14728.0,JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP,journal,08276331,21692610,"0,270",Q3,45.0,,47.0,1720.0,48.0,47.0,"1,02","66,15","38,18",6.0,13.0,United Kingdom,Western Europe,Taylor and Francis Ltd.,"1996-1998, 2000-2014, 2016-2025",Business and International Management (Q3); Strategy and Management (Q3),"Business, Management and Accounting",2018.0,J  SMALL BUS  ENTREP,JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP
21100888595.0,"GHAHRAMANI S, 2022, TRANSNATL MARK J",2022.0,21876.0,TRANSNATIONAL MARKETING JOURNAL,journal,20414684,20414692,"0,151",Q3,10.0,,62.0,2497.0,57.0,60.0,"1,02","56,75","44,21",1.0,16.0,United Kingdom,Western Europe,Transnational Press London Ltd,2018-2023,Communication (Q3); Sociology and Political Science (Q3); Marketing (Q4),"Business, Management and Accounting; Social Sciences",2022.0,TRANSNATL MARK J,TRANSNATIONAL MARKETING JOURNAL
21100889702.0,"MANIGANDAN R, 2024",2024.0,22195.0,ASIA PACIFIC JOURNAL OF INFORMATION SYSTEMS,journal,22885404,22886818,"0,184",Q3,11.0,,116.0,3384.0,101.0,116.0,"0,77","76,91",-,0.0,6.0,South Korea,Asiatic Region,Korean Society of Management Information Systems,2018-2024,Sociology and Political Science (Q3); Information Systems and Management (Q4),Decision Sciences; Social Sciences,2024.0,,ASIA PACIFIC JOURNAL OF INFORMATION SYSTEMS
21100893318.0,"RUDELOFF C, 2023",2023.0,19607.0,JOURNAL OF DIGITAL AND SOCIAL MEDIA MARKETING,journal,20500084,20500076,"0,206",Q3,8.0,,104.0,1396.0,67.0,88.0,"0,45","37,73","43,14",0.0,5.0,United Kingdom,Western Europe,Henry Stewart Publications,2018-2024,Communication (Q3); Marketing (Q4),"Business, Management and Accounting; Social Sciences",2023.0,,JOURNAL OF DIGITAL AND SOCIAL MEDIA MARKETING
21100896203.0,"GYANWALI S, 2020",2020.0,21927.0,FINANCE INDIA,journal,09703772,,"0,162",Q4,8.0,,90.0,3482.0,16.0,85.0,"0,18","41,45","42,02",0.0,21.0,India,Asiatic Region,Indian Institute of Finance,2018-2024,Accounting (Q4); Finance (Q4),"Business, Management and Accounting; Economics, Econometrics and Finance",2020.0,,FINANCE INDIA
21100901140.0,"TOLOSSA A, 2024, J INNOV ENTREPRENEURSHIP",2024.0,5798.0,JOURNAL OF INNOVATION AND ENTREPRENEURSHIP,journal,21925372,,"0,889",Q1,42.0,,203.0,6904.0,1485.0,202.0,"6,49","79,36",-,3.0,49.0,Germany,Western Europe,SpringerOpen,"2014-2015, 2017-2025",Information Systems (Q1); Management Information Systems (Q1); Sociology and Political Science (Q1); Economics and Econometrics (Q2); Management of Technology and Innovation (Q2),"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance; Social Sciences",2024.0,J INNOV ENTREPRENEURSHIP,JOURNAL OF INNOVATION AND ENTREPRENEURSHIP
21100901572.0,"TUNKU ABAIDAH T, 2024",2024.0,26218.0,UCJC BUSINESS AND SOCIETY REVIEW,journal,26593270,,"0,132",Q4,17.0,,47.0,1645.0,16.0,44.0,"0,33","56,72",-,0.0,14.0,Spain,Western Europe,Universia Holding,2018-2024,"Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Finance (Q4)","Business, Management and Accounting; Economics, Econometrics and Finance",2024.0,,UCJC BUSINESS AND SOCIETY REVIEW
21100902624.0,"DALECKI L, 2024",2024.0,20437.0,"JOURNAL OF CONSUMER SATISFACTION, DISSATISFACTION AND COMPLAINING BEHAVIOR",journal,08998620,,"0,213",Q4,8.0,,46.0,1763.0,89.0,38.0,"1,74","76,65",-,0.0,2.0,United States,Northern America,University of Nevada,"2018-2019, 2021-2024",Applied Psychology (Q4); Business and International Management (Q4); Marketing (Q4); Social Psychology (Q4),"Business, Management and Accounting; Psychology",2024.0,,"JOURNAL OF CONSUMER SATISFACTION, DISSATISFACTION AND COMPLAINING BEHAVIOR"
21100943520.0,"ALHOULI A, 2025, RUTG BUSI REV",2025.0,15487.0,RUTGERS BUSINESS REVIEW,journal,24742376,24746509,"0,338",Q3,9.0,,73.0,708.0,68.0,69.0,"0,81","33,71",-,0.0,6.0,United States,Northern America,Rutgers Business School,2016-2024,Business and International Management (Q3); Strategy and Management (Q3),"Business, Management and Accounting",2025.0,RUTG BUSI REV,RUTGERS BUSINESS REVIEW
21100976150.0,"TOLOSSA A, 2024",2024.0,6456.0,BUSINESS STRATEGY AND DEVELOPMENT,journal,25723170,,"0,827",Q1,30.0,,149.0,15209.0,976.0,147.0,"5,86","88,42",-,0.0,142.0,United States,Northern America,John Wiley &amp; Sons Inc.,2018-2025,"Development (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Strategy and Management (Q2)","Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences",2024.0,,BUSINESS STRATEGY AND DEVELOPMENT
21101018315.0,"HASSAN H, 2024",2024.0,22391.0,EDELWEISS APPLIED SCIENCE AND TECHNOLOGY,journal,25768484,,"0,181",Q3,5.0,,30.0,27174.0,48.0,30.0,"1,88","36,72",-,0.0,369.0,United States,Northern America,Learning Gate,2019-2025,Multidisciplinary (Q3),Multidisciplinary,2024.0,,EDELWEISS APPLIED SCIENCE AND TECHNOLOGY
21101043743.0,"RAOUF R, 2025, JORDAN J BUS ADM",2025.0,19850.0,JORDAN JOURNAL OF BUSINESS ADMINISTRATION,journal,18158633,23086149,"0,224",Q3,8.0,,79.0,1692.0,83.0,79.0,"0,75","60,43",-,0.0,5.0,Jordan,Middle East,"University of Jordan,Deanship of Scientific Research",2019-2025,"Business, Management and Accounting (miscellaneous) (Q3); Management Information Systems (Q3); Accounting (Q4); Marketing (Q4)","Business, Management and Accounting",2025.0,JORDAN J BUS ADM,JORDAN JOURNAL OF BUSINESS ADMINISTRATION
21101052349.0,"MUTANHO D, 2024, J GLOBAL BUS TECHNOL",2024.0,18600.0,JOURNAL OF GLOBAL BUSINESS AND TECHNOLOGY,journal,26162733,15535495,"0,250",Q3,7.0,,54.0,669.0,53.0,42.0,"1,03","31,86",-,0.0,16.0,United States,Northern America,"Global Business and Technology Association, Inc.",2019-2024,Business and International Management (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Strategy and Management (Q3),"Business, Management and Accounting",2024.0,J GLOBAL BUS TECHNOL,JOURNAL OF GLOBAL BUSINESS AND TECHNOLOGY
21101090644.0,"BASHA M, 2023",2023.0,22599.0,CORPORATE AND BUSINESS STRATEGY REVIEW,journal,27089924,27084965,"0,156",Q4,9.0,,74.0,5389.0,92.0,63.0,"1,41","49,44","33,78",0.0,47.0,Ukraine,Eastern Europe,Virtus Interpress,2020-2025,Decision Sciences (miscellaneous) (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4),"Business, Management and Accounting; Decision Sciences; Earth and Planetary Sciences",2023.0,,CORPORATE AND BUSINESS STRATEGY REVIEW
21101142603.0,"SARABDEEN J, 2025",2025.0,9449.0,SOCIAL SCIENCES AND HUMANITIES OPEN,journal,25902911,,"0,614",Q1,33.0,,642.0,26701.0,2308.0,637.0,"3,14","60,00",-,1.0,260.0,United Kingdom,Western Europe,Elsevier Ltd,2019-2025,Social Sciences (miscellaneous) (Q1); Decision Sciences (miscellaneous) (Q2); Psychology (miscellaneous) (Q2),Decision Sciences; Psychology; Social Sciences,2025.0,,SOCIAL SCIENCES AND HUMANITIES OPEN
21101167218.0,"MUGONI E, 2023, SUSTAIN TECHNOL ENTREP",2023.0,554.0,SUSTAINABLE TECHNOLOGY AND ENTREPRENEURSHIP,journal,27730328,,"3,328",Q1,20.0,,21.0,1682.0,326.0,21.0,"15,52","80,10","28,81",1.0,16.0,Netherlands,Western Europe,Elsevier B.V.,2022-2025,"Economics and Econometrics (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Finance (Q1)","Economics, Econometrics and Finance",2023.0,SUSTAIN TECHNOL ENTREP,SUSTAINABLE TECHNOLOGY AND ENTREPRENEURSHIP
21101196736.0,"WAHDINIWATY R, 2025",2025.0,17896.0,APTISI TRANSACTIONS ON TECHNOPRENEURSHIP,journal,26558807,26568888,"0,266",Q3,22.0,,98.0,2159.0,531.0,98.0,"5,54","49,07",-,0.0,23.0,Indonesia,Asiatic Region,Pandawan Sejahtera,2021-2024,Computer Science Applications (Q3); Education (Q3); Management Information Systems (Q3); Artificial Intelligence (Q4),"Business, Management and Accounting; Computer Science; Social Sciences",2025.0,,APTISI TRANSACTIONS ON TECHNOPRENEURSHIP
21101206092.0,"TAGHIPOURIAN M, 2021",2021.0,29014.0,JOURNAL OF APPLIED RESEARCH ON INDUSTRIAL ENGINEERING,journal,26766167,25385100,,-,11.0,,0.0,1654.0,0.0,0.0,"0,00","39,38","25,47",0.0,0.0,Serbia,Eastern Europe,Research Expansion Alliance (REA),2021-2025,Control and Systems Engineering; Industrial and Manufacturing Engineering; Information Systems and Management; Management Science and Operations Research,Decision Sciences; Engineering,2021.0,,JOURNAL OF APPLIED RESEARCH ON INDUSTRIAL ENGINEERING
12029.0,"DORMANN C, 2006, APPL PSYCHOL-INT REV",2006.0,3016.0,APPLIED PSYCHOLOGY,journal,0269994X,14640597,"0,957",Q1,117.0,,103.0,1588.0,219.0,101.0,"2,36","52,93","29,87",11.0,0.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,"1955, 1961-1992, 1996-2025",Applied Psychology (Q1); Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q2),Arts and Humanities; Psychology,2006.0,APPL PSYCHOL,
12055.0,"THORNTON PATRICIAH, 2013, THE INSTITUTIONAL LOGICS PERSPECTIVE: A NEW APPROACH TO CULTURE",2013.0,9523.0,ASIAN JOURNAL OF SOCIAL PSYCHOLOGY,journal,1467839X,13672223,"0,444",Q2,62.0,,89.0,1751.0,93.0,88.0,"0,73","46,08","36,59",5.0,0.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1998-2025,Social Sciences (miscellaneous) (Q2); Social Psychology (Q3),Psychology; Social Sciences,2013.0,ASIAN J SOC PSYCHOL,
15061.0,"KLERKX L, 2010, AGR SYST",2010.0,1937.0,AGRICULTURAL SYSTEMS,journal,0308521X,18732267,"1,490",Q1,145.0,,220.0,2989.0,745.0,217.0,"3,56","43,96","26,25",45.0,0.0,United Kingdom,Western Europe,Elsevier B.V.,1976-2025,Agronomy and Crop Science (Q1); Animal Science and Zoology (Q1),Agricultural and Biological Sciences,2010.0,AGR SYST,
15392.0,"DAWSON JF, 2014, J BUS PSYCHOL",2014.0,1960.0,JOURNAL OF BUSINESS AND PSYCHOLOGY,journal,1573353X,08893268,"1,648",Q1,108.0,,114.0,2995.0,377.0,112.0,"2,74","59,90","37,14",12.0,0.0,United States,Northern America,Kluwer Academic/Human Sciences Press Inc.,1986-2025,"Applied Psychology (Q1); Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)","Business, Management and Accounting; Psychology",2014.0,J BUS PSYCHOL,
15700.0,"STRAUB D, 2004, J MANAGE INFORM SYST",2004.0,819.0,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,journal,1557928X,07421222,"1,925",Q1,177.0,,122.0,2141.0,477.0,109.0,"2,87","56,34","11,46",8.0,0.0,United States,Northern America,M.E. Sharpe Inc.,1987-2024,Computer Science Applications (Q1); Information Systems and Management (Q1); Management Information Systems (Q1); Management Science and Operations Research (Q1),"Business, Management and Accounting; Computer Science; Decision Sciences",2004.0,J MANAGE INFORM SYST,
16082.0,"JOHNSTONE S, 2019, ECON IND DEMOCRACY",2019.0,5433.0,ECONOMIC AND INDUSTRIAL DEMOCRACY,journal,0143831X,14617099,"0,854",Q1,51.0,,101.0,3025.0,173.0,88.0,"1,75","60,50","44,44",0.0,30.0,United Kingdom,Western Europe,SAGE Publications Ltd,1980-2025,"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1)","Business, Management and Accounting",2019.0,ECON IND DEMOCRACY,
18803.0,"ZHANG WW, 2020, ASIA PAC BUS REV",2020.0,11529.0,ASIA PACIFIC BUSINESS REVIEW,journal,1743792X,13602381,"0,424",Q2,45.0,,115.0,2342.0,202.0,108.0,"1,96","75,55","36,84",0.0,9.0,United Kingdom,Western Europe,Routledge,1994-2025,Business and International Management (Q2),"Business, Management and Accounting",2020.0,ASIA PAC BUS REV,
19054.0,"REAVES EJ, 2017, MIL MED",2017.0,11466.0,MILITARY MEDICINE,journal,1930613X,00264075,"0,373",Q3,83.0,,1059.0,9138.0,1048.0,942.0,"0,79","24,30","35,60",0.0,0.0,United States,Northern America,Oxford University Press,1954-2025,"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)",Medicine,2017.0,MIL MED,
20029.0,"LAZAGA MKG, 2019, AM J ROENTGENOL",2019.0,2910.0,AMERICAN JOURNAL OF ROENTGENOLOGY,journal,0361803X,15463141,"1,287",Q1,225.0,,1479.0,14095.0,4220.0,1236.0,"2,74","28,30","32,16",0.0,173.0,United States,Northern America,American Roentgen Ray Society,1973-2025,"Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)",Medicine,2019.0,AM J ROENTGENOL,
20246.0,"FAIRLIE RW, 2007, J LABOR ECON",2007.0,264.0,JOURNAL OF LABOR ECONOMICS,journal,0734306X,15375307,"4,056",Q1,136.0,,88.0,863.0,212.0,88.0,"1,80","35,96","30,77",23.0,0.0,United States,Northern America,University of Chicago Press,"1985-1989, 1991, 1993, 1995-2024",Economics and Econometrics (Q1); Industrial Relations (Q1),"Business, Management and Accounting; Economics, Econometrics and Finance",2007.0,J LABOR ECON,
20902.0,"REHMAN A, 2021, ENVIRON DEV SUSTAIN",2021.0,7132.0,"ENVIRONMENT, DEVELOPMENT AND SUSTAINABILITY",journal,1387585X,15732975,"0,679",Q1,96.0,,688.0,52746.0,2905.0,684.0,"4,26","62,05","31,62",102.0,727.0,Netherlands,Western Europe,Springer Science and Business Media B.V.,1999-2025,"Geography, Planning and Development (Q1); Economics and Econometrics (Q2); Management, Monitoring, Policy and Law (Q2)","Economics, Econometrics and Finance; Environmental Science; Social Sciences",2021.0,ENVIRON DEV SUSTAIN,
23687.0,"BECKER JM, 2015, MARKET LETT",2015.0,2633.0,MARKETING LETTERS,journal,1573059X,09230645,"1,417",Q1,88.0,,134.0,1757.0,302.0,134.0,"1,74","32,54","29,41",4.0,0.0,United States,Northern America,Springer New York,1989-2025,Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1),"Business, Management and Accounting; Economics, Econometrics and Finance",2015.0,MARKET LETT,
27365.0,"VAN DER SLUIS J, 2005, WORLD BANK ECON REV",2005.0,1674.0,WORLD BANK ECONOMIC REVIEW,journal,1564698X,02586770,"1,346",Q1,106.0,,56.0,702.0,117.0,56.0,"1,86","35,10","10,00",20.0,0.0,United Kingdom,Western Europe,Oxford University Press,1986-2025,Accounting (Q1); Development (Q1); Economics and Econometrics (Q1); Finance (Q1),"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences",2005.0,WORLD BANK ECON REV,
28785.0,"SCHUMMER J, 2003, ANN NY ACAD SCI",2003.0,839.0,CANCER,journal,0008543X,10970142,"1,864",Q1,349.0,,2395.0,26867.0,11484.0,2312.0,"4,41","33,17","32,30",272.0,0.0,United States,Northern America,John Wiley and Sons Inc,1948-2025,Cancer Research (Q1); Oncology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",2003.0,ANN NY ACAD SCI,
29447.0,"SCHUBERT T, 2010, REV IND ORGAN",2010.0,6207.0,REVIEW OF INDUSTRIAL ORGANIZATION,journal,0889938X,15737160,"0,624",Q2,67.0,,110.0,1130.0,110.0,104.0,"0,76","28,97","13,92",22.0,0.0,Netherlands,Western Europe,Springer Netherlands,"1984-1986, 1988-2025",Economics and Econometrics (Q2); Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2),"Business, Management and Accounting; Economics, Econometrics and Finance",2010.0,REV IND ORGAN,
29857.0,"HALES J, 2011, J ACCOUNT RES",2011.0,236.0,JOURNAL OF ACCOUNTING RESEARCH,journal,1475679X,00218456,"5,078",Q1,179.0,,118.0,1954.0,590.0,113.0,"3,49","51,42","30,00",0.0,0.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1996-2025,Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1),"Business, Management and Accounting; Economics, Econometrics and Finance",2011.0,J ACCOUNT RES,
30060.0,"GIRMA S, 2009, WORLD DEV",2009.0,2348.0,WORLD DEVELOPMENT,journal,0305750X,18735991,"1,296",Q1,233.0,,407.0,7600.0,1171.0,399.0,"2,11","49,67","28,44",145.0,0.0,United Kingdom,Western Europe,Elsevier B.V.,1973-2025,"Development (Q1); Economics and Econometrics (Q1); Geography, Planning and Development (Q1); Sociology and Political Science (Q1)","Economics, Econometrics and Finance; Social Sciences",2009.0,WORLD DEV,
50039.0,"BOIN A, 2009, REV POLICY RES",2009.0,9253.0,REVIEW OF POLICY RESEARCH,journal,1541132X,15411338,"0,345",Q2,57.0,,120.0,1866.0,110.0,114.0,"0,94","49,11","25,00",15.0,0.0,United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,"1981-1995, 1998-2025","Geography, Planning and Development (Q2); Management, Monitoring, Policy and Law (Q2); Public Administration (Q2)",Environmental Science; Social Sciences,2009.0,REV POLICY RES,
