source_root_id,target_root_id,source_node_id,target_node_id,source_title,target_title,ntf_topic_similarity
root_11,root_19,"READ S, 2009, J MARKETING","ALQAHTANI N, 2022, J STRATEG MARK",MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.445897
root_01,root_15,"MORRIS MH, 2002, J MARKET THEORY PRAC","HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP",ENTREPRENEURIAL MARKETING: A CONSTRUCT FOR INTEGRATING EMERGING ENTREPRENEURSHIP AND MARKETING PERSPECTIVES,ACADEMIC ROOTS: THE PAST AND PRESENT OF ENTREPRENEURIAL MARKETING,0.444679
root_11,root_13,"READ S, 2009, J MARKETING","NARVER JC, 1990, J MARKETING",MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,0.439276
root_09,root_15,"SARASVATHY SD, 2001, ACAD MANAGE REV","HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP",CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,ACADEMIC ROOTS: THE PAST AND PRESENT OF ENTREPRENEURIAL MARKETING,0.438951
root_15,root_16,"HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP","GILMORE A, 2011, J RES MARK ENTREP",ACADEMIC ROOTS: THE PAST AND PRESENT OF ENTREPRENEURIAL MARKETING,ENTREPRENEURIAL AND SME MARKETING,0.432549
root_11,root_15,"READ S, 2009, J MARKETING","HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP",MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,ACADEMIC ROOTS: THE PAST AND PRESENT OF ENTREPRENEURIAL MARKETING,0.40885
root_06,root_11,"MATSUNO K, 2002, J MARKETING","READ S, 2009, J MARKETING",THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,0.392265
root_09,root_14,"SARASVATHY SD, 2001, ACAD MANAGE REV","KOHLI AK, 1990, J MARKETING",CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,"MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",0.390579
root_14,root_16,"KOHLI AK, 1990, J MARKETING","GILMORE A, 2011, J RES MARK ENTREP","MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",ENTREPRENEURIAL AND SME MARKETING,0.389212
root_14,root_17,"KOHLI AK, 1990, J MARKETING","HANSEN DJ, 2010, J RES MARK ENTREP","MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",THE MARKETING/ENTREPRENEURSHIP INTERFACE: A REPORT ON THE “CHARLESTON SUMMIT”,0.387756
root_05,root_16,"MILLER D, 1983, MANAGE SCI","GILMORE A, 2011, J RES MARK ENTREP",THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,ENTREPRENEURIAL AND SME MARKETING,0.385951
root_03,root_14,"STOKES D, 2000, J RES MARKETING ENTR","KOHLI AK, 1990, J MARKETING",PUTTING ENTREPRENEURSHIP INTO MARKETING: THE PROCESSES OF ENTREPRENEURIAL MARKETING,"MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",0.37382
root_17,root_19,"HANSEN DJ, 2010, J RES MARK ENTREP","ALQAHTANI N, 2022, J STRATEG MARK",THE MARKETING/ENTREPRENEURSHIP INTERFACE: A REPORT ON THE “CHARLESTON SUMMIT”,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.344885
root_08,root_18,"BARNEY J, 1991, J MANAGE","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.344414
root_05,root_18,"MILLER D, 1983, MANAGE SCI","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.338867
root_03,root_05,"STOKES D, 2000, J RES MARKETING ENTR","MILLER D, 1983, MANAGE SCI",PUTTING ENTREPRENEURSHIP INTO MARKETING: THE PROCESSES OF ENTREPRENEURIAL MARKETING,THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,0.335613
root_01,root_14,"MORRIS MH, 2002, J MARKET THEORY PRAC","KOHLI AK, 1990, J MARKETING",ENTREPRENEURIAL MARKETING: A CONSTRUCT FOR INTEGRATING EMERGING ENTREPRENEURSHIP AND MARKETING PERSPECTIVES,"MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",0.323662
root_02,root_08,"COLLINSON E, 2001, MANAGEMENT DECISION","BARNEY J, 1991, J MANAGE",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,0.308492
root_04,root_18,"SHANE S, 2000, ACAD MANAGE REV","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.29738
root_14,root_18,"KOHLI AK, 1990, J MARKETING","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP","MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.29726
root_10,root_14,"CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH","KOHLI AK, 1990, J MARKETING",Marketing and entrepreneurship in SMEs : an innovative approach,"MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",0.295585
root_12,root_18,"BJERKE B, 2002, ENTREPRENEURIAL MARK","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",Entrepreneurial Marketing: The Growth of Small Firms in the New Economic Era,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.273875
root_08,root_09,"BARNEY J, 1991, J MANAGE","SARASVATHY SD, 2001, ACAD MANAGE REV",FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,0.273082
root_03,root_08,"STOKES D, 2000, J RES MARKETING ENTR","BARNEY J, 1991, J MANAGE",PUTTING ENTREPRENEURSHIP INTO MARKETING: THE PROCESSES OF ENTREPRENEURIAL MARKETING,FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,0.272115
root_02,root_14,"COLLINSON E, 2001, MANAGEMENT DECISION","KOHLI AK, 1990, J MARKETING",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,"MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",0.267287
root_09,root_19,"SARASVATHY SD, 2001, ACAD MANAGE REV","ALQAHTANI N, 2022, J STRATEG MARK",CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.241838
root_03,root_04,"STOKES D, 2000, J RES MARKETING ENTR","SHANE S, 2000, ACAD MANAGE REV",PUTTING ENTREPRENEURSHIP INTO MARKETING: THE PROCESSES OF ENTREPRENEURIAL MARKETING,THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,0.241746
root_05,root_14,"MILLER D, 1983, MANAGE SCI","KOHLI AK, 1990, J MARKETING",THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,"MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",0.238647
root_04,root_11,"SHANE S, 2000, ACAD MANAGE REV","READ S, 2009, J MARKETING",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,0.228502
root_01,root_08,"MORRIS MH, 2002, J MARKET THEORY PRAC","BARNEY J, 1991, J MANAGE",ENTREPRENEURIAL MARKETING: A CONSTRUCT FOR INTEGRATING EMERGING ENTREPRENEURSHIP AND MARKETING PERSPECTIVES,FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,0.218789
root_08,root_14,"BARNEY J, 1991, J MANAGE","KOHLI AK, 1990, J MARKETING",FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,"MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",0.21784
root_07,root_09,"LUMPKIN GT, 1996, ACAD MANAGE REV","SARASVATHY SD, 2001, ACAD MANAGE REV",CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,0.214925
root_09,root_13,"SARASVATHY SD, 2001, ACAD MANAGE REV","NARVER JC, 1990, J MARKETING",CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,0.210573
root_02,root_12,"COLLINSON E, 2001, MANAGEMENT DECISION","BJERKE B, 2002, ENTREPRENEURIAL MARK",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,Entrepreneurial Marketing: The Growth of Small Firms in the New Economic Era,0.209435
root_02,root_04,"COLLINSON E, 2001, MANAGEMENT DECISION","SHANE S, 2000, ACAD MANAGE REV",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,0.202857
root_03,root_12,"STOKES D, 2000, J RES MARKETING ENTR","BJERKE B, 2002, ENTREPRENEURIAL MARK",PUTTING ENTREPRENEURSHIP INTO MARKETING: THE PROCESSES OF ENTREPRENEURIAL MARKETING,Entrepreneurial Marketing: The Growth of Small Firms in the New Economic Era,0.202218
root_08,root_11,"BARNEY J, 1991, J MANAGE","READ S, 2009, J MARKETING",FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,0.196109
root_06,root_09,"MATSUNO K, 2002, J MARKETING","SARASVATHY SD, 2001, ACAD MANAGE REV",THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,0.195503
root_03,root_19,"STOKES D, 2000, J RES MARKETING ENTR","ALQAHTANI N, 2022, J STRATEG MARK",PUTTING ENTREPRENEURSHIP INTO MARKETING: THE PROCESSES OF ENTREPRENEURIAL MARKETING,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.193447
root_14,root_15,"KOHLI AK, 1990, J MARKETING","HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP","MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",ACADEMIC ROOTS: THE PAST AND PRESENT OF ENTREPRENEURIAL MARKETING,0.189387
root_04,root_16,"SHANE S, 2000, ACAD MANAGE REV","GILMORE A, 2011, J RES MARK ENTREP",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,ENTREPRENEURIAL AND SME MARKETING,0.186445
root_07,root_08,"LUMPKIN GT, 1996, ACAD MANAGE REV","BARNEY J, 1991, J MANAGE",CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,0.186297
root_01,root_05,"MORRIS MH, 2002, J MARKET THEORY PRAC","MILLER D, 1983, MANAGE SCI",ENTREPRENEURIAL MARKETING: A CONSTRUCT FOR INTEGRATING EMERGING ENTREPRENEURSHIP AND MARKETING PERSPECTIVES,THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,0.184994
root_18,root_19,"BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP","ALQAHTANI N, 2022, J STRATEG MARK",THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.176369
root_08,root_13,"BARNEY J, 1991, J MANAGE","NARVER JC, 1990, J MARKETING",FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,0.171759
root_02,root_05,"COLLINSON E, 2001, MANAGEMENT DECISION","MILLER D, 1983, MANAGE SCI",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,0.164733
root_06,root_08,"MATSUNO K, 2002, J MARKETING","BARNEY J, 1991, J MANAGE",THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,0.164709
root_02,root_19,"COLLINSON E, 2001, MANAGEMENT DECISION","ALQAHTANI N, 2022, J STRATEG MARK",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.156511
root_09,root_12,"SARASVATHY SD, 2001, ACAD MANAGE REV","BJERKE B, 2002, ENTREPRENEURIAL MARK",CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,Entrepreneurial Marketing: The Growth of Small Firms in the New Economic Era,0.152912
root_08,root_16,"BARNEY J, 1991, J MANAGE","GILMORE A, 2011, J RES MARK ENTREP",FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,ENTREPRENEURIAL AND SME MARKETING,0.148555
root_04,root_09,"SHANE S, 2000, ACAD MANAGE REV","SARASVATHY SD, 2001, ACAD MANAGE REV",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,0.148109
root_01,root_04,"MORRIS MH, 2002, J MARKET THEORY PRAC","SHANE S, 2000, ACAD MANAGE REV",ENTREPRENEURIAL MARKETING: A CONSTRUCT FOR INTEGRATING EMERGING ENTREPRENEURSHIP AND MARKETING PERSPECTIVES,THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,0.147367
root_16,root_19,"GILMORE A, 2011, J RES MARK ENTREP","ALQAHTANI N, 2022, J STRATEG MARK",ENTREPRENEURIAL AND SME MARKETING,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.141387
root_11,root_12,"READ S, 2009, J MARKETING","BJERKE B, 2002, ENTREPRENEURIAL MARK",MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,Entrepreneurial Marketing: The Growth of Small Firms in the New Economic Era,0.138156
root_01,root_19,"MORRIS MH, 2002, J MARKET THEORY PRAC","ALQAHTANI N, 2022, J STRATEG MARK",ENTREPRENEURIAL MARKETING: A CONSTRUCT FOR INTEGRATING EMERGING ENTREPRENEURSHIP AND MARKETING PERSPECTIVES,"ENTREPRENEURIAL MARKETING AND FIRM PERFORMANCE: SCALE DEVELOPMENT, VALIDATION, AND EMPIRICAL TEST",0.135501
root_01,root_12,"MORRIS MH, 2002, J MARKET THEORY PRAC","BJERKE B, 2002, ENTREPRENEURIAL MARK",ENTREPRENEURIAL MARKETING: A CONSTRUCT FOR INTEGRATING EMERGING ENTREPRENEURSHIP AND MARKETING PERSPECTIVES,Entrepreneurial Marketing: The Growth of Small Firms in the New Economic Era,0.129947
root_04,root_14,"SHANE S, 2000, ACAD MANAGE REV","KOHLI AK, 1990, J MARKETING",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,"MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",0.122549
root_05,root_09,"MILLER D, 1983, MANAGE SCI","SARASVATHY SD, 2001, ACAD MANAGE REV",THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,0.120519
root_03,root_07,"STOKES D, 2000, J RES MARKETING ENTR","LUMPKIN GT, 1996, ACAD MANAGE REV",PUTTING ENTREPRENEURSHIP INTO MARKETING: THE PROCESSES OF ENTREPRENEURIAL MARKETING,CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,0.120018
root_07,root_17,"LUMPKIN GT, 1996, ACAD MANAGE REV","HANSEN DJ, 2010, J RES MARK ENTREP",CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,THE MARKETING/ENTREPRENEURSHIP INTERFACE: A REPORT ON THE “CHARLESTON SUMMIT”,0.119391
root_03,root_13,"STOKES D, 2000, J RES MARKETING ENTR","NARVER JC, 1990, J MARKETING",PUTTING ENTREPRENEURSHIP INTO MARKETING: THE PROCESSES OF ENTREPRENEURIAL MARKETING,THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,0.112877
root_12,root_16,"BJERKE B, 2002, ENTREPRENEURIAL MARK","GILMORE A, 2011, J RES MARK ENTREP",Entrepreneurial Marketing: The Growth of Small Firms in the New Economic Era,ENTREPRENEURIAL AND SME MARKETING,0.112728
root_13,root_17,"NARVER JC, 1990, J MARKETING","HANSEN DJ, 2010, J RES MARK ENTREP",THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,THE MARKETING/ENTREPRENEURSHIP INTERFACE: A REPORT ON THE “CHARLESTON SUMMIT”,0.107131
root_05,root_07,"MILLER D, 1983, MANAGE SCI","LUMPKIN GT, 1996, ACAD MANAGE REV",THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,0.105984
root_07,root_16,"LUMPKIN GT, 1996, ACAD MANAGE REV","GILMORE A, 2011, J RES MARK ENTREP",CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,ENTREPRENEURIAL AND SME MARKETING,0.105059
root_01,root_07,"MORRIS MH, 2002, J MARKET THEORY PRAC","LUMPKIN GT, 1996, ACAD MANAGE REV",ENTREPRENEURIAL MARKETING: A CONSTRUCT FOR INTEGRATING EMERGING ENTREPRENEURSHIP AND MARKETING PERSPECTIVES,CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,0.099094
root_13,root_16,"NARVER JC, 1990, J MARKETING","GILMORE A, 2011, J RES MARK ENTREP",THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,ENTREPRENEURIAL AND SME MARKETING,0.09806
root_01,root_13,"MORRIS MH, 2002, J MARKET THEORY PRAC","NARVER JC, 1990, J MARKETING",ENTREPRENEURIAL MARKETING: A CONSTRUCT FOR INTEGRATING EMERGING ENTREPRENEURSHIP AND MARKETING PERSPECTIVES,THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,0.093904
root_07,root_10,"LUMPKIN GT, 1996, ACAD MANAGE REV","CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH",CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,Marketing and entrepreneurship in SMEs : an innovative approach,0.090936
root_05,root_13,"MILLER D, 1983, MANAGE SCI","NARVER JC, 1990, J MARKETING",THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,0.09009
root_12,root_14,"BJERKE B, 2002, ENTREPRENEURIAL MARK","KOHLI AK, 1990, J MARKETING",Entrepreneurial Marketing: The Growth of Small Firms in the New Economic Era,"MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",0.079699
root_02,root_07,"COLLINSON E, 2001, MANAGEMENT DECISION","LUMPKIN GT, 1996, ACAD MANAGE REV",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,0.079122
root_03,root_06,"STOKES D, 2000, J RES MARKETING ENTR","MATSUNO K, 2002, J MARKETING",PUTTING ENTREPRENEURSHIP INTO MARKETING: THE PROCESSES OF ENTREPRENEURIAL MARKETING,THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,0.078654
root_10,root_13,"CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH","NARVER JC, 1990, J MARKETING",Marketing and entrepreneurship in SMEs : an innovative approach,THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,0.075949
root_02,root_13,"COLLINSON E, 2001, MANAGEMENT DECISION","NARVER JC, 1990, J MARKETING",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,0.073772
root_01,root_06,"MORRIS MH, 2002, J MARKET THEORY PRAC","MATSUNO K, 2002, J MARKETING",ENTREPRENEURIAL MARKETING: A CONSTRUCT FOR INTEGRATING EMERGING ENTREPRENEURSHIP AND MARKETING PERSPECTIVES,THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,0.068862
root_07,root_15,"LUMPKIN GT, 1996, ACAD MANAGE REV","HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP",CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,ACADEMIC ROOTS: THE PAST AND PRESENT OF ENTREPRENEURIAL MARKETING,0.063921
root_06,root_17,"MATSUNO K, 2002, J MARKETING","HANSEN DJ, 2010, J RES MARK ENTREP",THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,THE MARKETING/ENTREPRENEURSHIP INTERFACE: A REPORT ON THE “CHARLESTON SUMMIT”,0.060085
root_07,root_18,"LUMPKIN GT, 1996, ACAD MANAGE REV","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.058669
root_04,root_07,"SHANE S, 2000, ACAD MANAGE REV","LUMPKIN GT, 1996, ACAD MANAGE REV",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,CLARIFYING THE ENTREPRENEURIAL ORIENTATION CONSTRUCT AND LINKING IT TO PERFORMANCE,0.058446
root_02,root_06,"COLLINSON E, 2001, MANAGEMENT DECISION","MATSUNO K, 2002, J MARKETING",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,0.057731
root_05,root_06,"MILLER D, 1983, MANAGE SCI","MATSUNO K, 2002, J MARKETING",THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,0.056617
root_06,root_16,"MATSUNO K, 2002, J MARKETING","GILMORE A, 2011, J RES MARK ENTREP",THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,ENTREPRENEURIAL AND SME MARKETING,0.052665
root_13,root_18,"NARVER JC, 1990, J MARKETING","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.051014
root_13,root_15,"NARVER JC, 1990, J MARKETING","HILLS G, 2011, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP",THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,ACADEMIC ROOTS: THE PAST AND PRESENT OF ENTREPRENEURIAL MARKETING,0.048156
root_04,root_13,"SHANE S, 2000, ACAD MANAGE REV","NARVER JC, 1990, J MARKETING",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,0.042759
